Name,  Meaning,Gender
Vedanth,   The one who has read the vedas,M
Vedatman,   Lord Vishnu,M
Vedavrata,   Vow of the Vedas,M
Vedesh,   Lord of Vedas,M
Vedish,   Lord of Vedas,M
Vedmohan,   Lord Krishna,M
Vedprakash,   Light of the Vedas,M
Vedswarup,   Form of Knowledge,M
Veer,   Brave,M
Veera,   The brave,M
Veeral,   Priceless,M
Veerendra,   Lord of courageous men,M
Velan,   Another name for Lord Murugan,M
Venavir,   Lord Shiva's son,M
Vendan,   King,M
Vengai,   Brave,M
Veni,   Lord Krishna,M
Venimadhav,   Lord Krishna,M
Venkat,   Lord Vishnu; Lord Krishna,M
Venkatesh,   Lord Vishnu; Lord Krishna,M
Venu,   Flute,M
Vetrival,   Successful,M
Viamrsh,   Lord Shiva,M
Vibhaas,   Shinning,M
Vibhakar,   The sun,M
Vibhas,   Decoration; Light,M
Vibhat,   Dawn,M
Vibhavasu,   Lord Krishna,M
Vibhishan,   A character from the epic Ramayana,M
Vibhor,   Ecstatic,M
Vibhu,   All-pervading,M
Vibhumat,   Lord Krishna,M
Vibhusnu,   Lord Shiva,M
Vibhut,   Strong,M
Vibodh,   Wise,M
Victor,   Conqueror,M
Vidarbh,   Ancient name of a state,M
Videsh,   Foreign,M
Vidhaath,   Creator,M
Vidhatru,   Lord Shiva,M
Vidhesh,   Lord Shiva,M
Vidhu,   Lord Vishnu,M
Vidhyadhar,   Full of Knowledge,M
Vidip,   Bright,M
Vidith,   Interprettation,M
Vidojas,   Lord Indra,M
Vidor,   Cheerful,M
Vidur,   Wise; A friend of Lord Krishna,M
Vidut,   Intake of a sip of water before yagya or puja,M
Vidvan,   Scholar,M
Vidvatam,   Lord Shiva,M
Vidyadhar,   Learned; Demi god,M
Vidyanand,   One who enjoy's learning; Ganesh,M
Vidyaranya,   Forest of knowledge,M
Vidyasagar,   Ocean of learning,M
Vidyut,   Lightning,M
Vighnajit,   Lord Ganesh,M
Vighnaraaj,   An epithet of Ganesha,M
Vighnesh,   Lord Ganesh,M
Vignesh,   Lord Ganesh,M
Vigrah,   Lord Shiva,M
Vihaan,   Morning; Dawn,M
Vihang,   A bird,M
Vihanga,   Bird,M
Vihari,   Lord Krishna,M
Vijay,   Victory,M
Vijayant,   Lord Indra,M
Vijayendra,   God of victory,M
Vijayesh,   Lord Shiva,M
Vijayketu,   Flag of victory,M
Vijender,   God of bravery,M
Vijendra,   Victorious,M
Vijigeesh,   Desire of victory,M
Vijith,   Always Wining,M
Vijul,   A silk cotton tree,M
Vijval,   Intelligent,M
Vikarnan,   Son of Dhritrashtra,M
Vikas,   Development; Expanding,M
Vikash,   Hope,M
Vikern,   Errorless,M
Vikesh,   The moon,M
Vikhyath,   Fame,M
Vikram,   Bravery; The sun of valour,M
Vikramajit,   A famous king,M
Vikramin,   Lord Vishnu,M
Vikrant,   Powerful,M
Vikranta,   Brave,M
Viksar,   Lord Vishnu,M
Vikul,   Very good boy,M
Vikunth,   Lord Vishnu,M
Vikyaath,   Famous,M
Vilaas,   Entertainment,M
Vilas,   Play,M
Vilohit,   Lord Shiva,M
Vilok,   To see,M
Vilokan,   Gaze,M
Vimal,   Pure,M
Vimridh,   Lord Indra,M
Vinahast,   Lord Shiva,M
Vinai,   Friendly and moody,M
Vinamr,   Humble,M
Vinan,   Sky,M
Vinay,   Good manners; Modesty,M
Vinayak,   Lord Ganesh,M
Vineet,   Unassuming,M
Vinesh,   Godly,M
Vinil,   Blue,M
Vinkur,   Plant withouth thorns,M
Vinochan,   Lord Shiva,M
Vinod,   Happy; Full of joy; Pleasing,M
Vinoo,   To spread in different directions,M
Vinoth,   Pleasing,M
Vipan,   Sail; Petty trade,M
Vipaschit,   Lord Buddha,M
Vipin,   Forest,M
Viplab,   Floating; Revolution,M
Viplav,   Drifting about; Revolution,M
Vipra,   A priest,M
Vipreet,   Different,M
Vipul,   Plenty,M
Vir,   Brave,M
Viraaj,   King,M
Viraat,   Giant,M
Virabhadra,   Lord Shiva,M
Viraj,   Resplendent; Splendour,M
Viral,   Priceless,M
Viranath,   Lord of the brave,M
Virat,   Very big; Giant proportioned,M
Virata,   Bravery,M
Virath,   Master of knowledge,M
Virbhanu,   Very strong,M
Viren,   Brave,M
Virendra,   Brave lord,M
Viresh,   Brave lord,M
Vireshvar,   Lord Shiva,M
Virikvas,   Lord Indra,M
Virinchi,   Brahma,M
Virochan,   Moon; Fire,M
Virurch,   The Holy trinity,M
Visamaksh,   Lord Shiva,M
Vishaal,   Broad,M
Vishakh,   Lord Shiva,M
Vishal,   Huge; Broad; Great; Immense,M
Vishalaksh,   Lord Shiva,M
Vishank,   Confident and intelligent,M
Vishantak,   Lord Shiva,M
Vishatan,   Lord Vishnu,M
Vishesh,   Special,M
Vishikh,   Arrow,M
Vishnahpu,   Lord Vishnu,M
Vishnu,   Special,M
Vishnudev,   God,M
Vishodhan,   Lord Vishnu,M
Vishram,   Rest,M
Vishresh,   The Holy trinity,M
Vishruth,   Lord Vishnu,M
Vishva,   Earth; Universe,M
Vishvadev,   Lord of the universe,M
Vishvadhar,   Lord Vishnu,M
Vishvag,   Lord Brahma,M
Vishvahetu,   Lord Vishnu,M
Vishvajit,   One who conquers the universe,M
Vishvaketu,   An epithet of Aniruddh,M
Vishvaksen,   Lord Vishnu's names,M
Vishvanabh,   Lord Vishnu,M
Vishvanath,   Lord of the universe,M
Vishvas,   Faith,M
Vishvatma,   Universal soul,M
Vishvesh,   Lord of the world,M
Vishwaas,   Faith,M
Vishwajeet,   Conquerer of the world,M
Vishwanath,   The lord,M
Vishwankar,   Creator of the universe,M
Vishwas,   Faith; Trust,M
Vishwesh,   The lord Almighty,M
Vismay,   Surprise,M
Visruta,   Pure; Clean,M
Visvajit,   One who conquers the universe,M
Visvayu,   Brother of Amavasuand Satayu,M
Viswanath,   God of universe,M
Viswas,   Trust,M
Viswesh,   Lord shiva,M
Vitabhay,   Lord Shiva; Lord Vishnu,M
Vitaharya,   Lord Krishna,M
Vithala,   Lord Vishnu,M
Vitola,   Peaceful,M
Vittesh,   Lord of wealth,M
Vitthal,   Lord Vishnu,M
Vivaan,   Lord Krishna,M
Vivan,   Moon,M
Vivash,   Bright,M
Vivatma,   Universal soul,M
Vivek,   Judgment,M
Vividh,   Different,M
Vivikta,   Distinguished; Solitary; Clear; Neat; Pure,M
Viyat,   Sky,M
Vrajalal,   Lord Krishna,M
Vrajamohan,   Lord Kirshna,M
Vrajanadan,   Lord Krishna,M
Vrajesh,   Lord Krishna,M
Vrajmohan,   Lord Krishna,M
Vrajraj,   Lord Krishna,M
Vratesh,   Lord Shiva,M
Vrisa,   Lord Krishna,M
Vrisag,   Lord Shiva,M
Vrisan,   Lord Shiva,M
Vrisangan,   Lord Shiva,M
Vrisapati,   Lord Shiva,M
Vrishab,   Excellent,M
Vrishak,   Another name of Vishnu,M
Vrishank,   Lord Shiva,M
Vrishin,   Peacock,M
Vrisini,   Lord Shiva,M
Vrushket,   Son of Karna,M
Vyan,   Air,M
Vyas,   Sage who wrote Mahabharat,M
Vyasa,   The author of Mahabharata,M
Vyom,   Sky,M
Vyomaang,   Part of the sky,M
Vyomakesh,   Sky like hair,M
Vyoman,   Sky,M
Vyomdev,   Lord shiva,M
Vyomesh,   Lord of the sky,M
Vyshakh,   Vyshakh,M
Yaag,   Hawan,M
Yaar,   Very good friend,M
Yachika,   Application,M
Yadav,   Lord Krishna; Descedent of Yadu,M
Yadavendra,   Lord Krishna,M
Yadu,   An ancient King,M
Yadunandan,   Lord Krishna,M
Yadunath,   Lord Krishna,M
Yaduraj,   Lord Krishna,M
Yaduvir,   Lord Krishna,M
Yagna,   Ceremonial rites to God,M
Yagya,   Hawan,M
Yagyesh,   Lord fo the sacrificial fire,M
Yahyaa,   Prophet's name,M
Yaj,   A sage,M
Yajas,   Fame,M
Yajat,   Lord Shiva,M
Yajnadhar,   Lord Vishnu,M
Yajnarup,   Lord Krishna,M
Yajnesh,   Lord Vishnu,M
Yajur,   Name of Veda,M
Yaksha,   A Type of a Demi God,M
Yakshith,   God,M
Yamahil,   Another name Lord Vishnu,M
Yamajit,   Lord Shiva,M
Yamajith,   Another name for Shiva,M
Yash,   Victory; Glory,M
Yashan,   God,M
Yashas,   Fame,M
Yashasavi,   Famous; Glorious; Successful,M
Yashdeep,   Honour,M
Yashkaran,   Fame,M
Yashmit,   Famed,M
Yashneil,   Famous; Glorious; Successful,M
Yashodev,   Lord of fame,M
Yashodhan,   Rich in fame,M
Yashodhar,   Famous,M
Yashodhara,   One who has achieved fame,M
Yashpal,   Protector of fame,M
Yashraj,   King of fame,M
Yashwant,   One who has achieved glory,M
Yashwanth,   Always famous,M
Yasir,   Wealthy,M
Yasnil,   Shiv,M
Yatendra,   Indra,M
Yatharth,   Complete,M
Yathavan,   Lord Vishnu,M
Yatin,   Ascetic,M
Yatindra,   Lord Indra,M
Yatish,   Lord of devotees,M
Yatnesh,   God of Efforts,M
Yatrik,   Journey,M
Yayin,   Lord Shiva,M
Yeshwant,   Success,M
Yeshwanth,   A person who attains fame and glory,M
Yogadeva,   Lord of Yoga,M
Yoganand,   Delighted with meditation,M
Yogendra,   God of Yoga,M
Yogesh,   God of Yoga,M
Yogi,   Devotee,M
Yogini,   Lover of Yogas; Lord Krishna,M
Yogiraj,   Great Ascetic; Lord Shiva,M
Yogit,   Planner,M
Yug,   Time,M
Yugal,   Pair,M
Yugan,   Murugan,M
Yugma,   Twins; Zodiac sign of Gemini,M
Yukta,   Attentive; Skillful,M
Yuval,   Brook,M
Yuvaraj,   Prince; Heir apparent,M
Yuvraj,   A prince,M
Yuyutsu,   Eager to fight,M
Aaarti,   Worship,F
Aabha,   Glow,F
Aabharana,   Jewel,F
Aabira,   Colour,F
Aadab,   Hope and need,F
Aadhana,   Being First,F
Aadhaya,   First power,F
Aadhya,   First Power,F
Aadita,   From the begining,F
Aaditree,   Godess,F
Aadrika,   Mountain,F
Aadrita,   Adorable,F
Aadya,   Name of Adisakthi; Parvathi,F
Aafreen,   Encouragement,F
Aagya,   Command; Order,F
Aahana,   First rays of the sun,F
Aaheli,   Pure,F
Aahna,   Exist,F
Aahnima,   Purnima,F
Aaina,   Mirror,F
Aakaksha,   Desire,F
Aakanksha,   Desire,F
Aakarsha,   Above everybody,F
Aakeen,   Faith,F
Aakriti,   Shape,F
Aakruthi,   Shape,F
Aalia,   Exalted; Highest social standing,F
Aaliya,   High; Tall; Towering; Excellent,F
Aaloka,   Lustrous,F
Aamaal,   Hopes; Aspirations,F
Aamani,   Spring season,F
Aamiya,   Night,F
Aamna,   All,F
Aamrapali,   Leaf of mango tree,F
Aanadi,   Always happy,F
Aanandi,   Always happy woman,F
Aanandita,   Purveyor of Joy,F
Aanchal,   Protective shelter,F
Aania,   Mirror,F
Aanu,   Full of Proud,F
Aanya,   Different,F
Aapekshaa,   Love,F
Aapti,   Fulfilment,F
Aaradhya,   Worship,F
Aaratrika,   Dusk lamp below tulsi plant,F
Aarav,   Ray; Hope,F
Aarini,   Adveterous,F
Aarisha,   Mirror,F
Aarna,   Lakshmi,F
Aarohi,   Tune,F
Aarti,   Form of worship,F
Aarushi,   First rays of sun,F
Aarya,   Princess,F
Aarzoo,   Wish,F
Aasha,   Hope,F
Aashalata,   Creeper of hope,F
Aashi,   Smile,F
Aashika,   Lovable,F
Aashini,   Lightning,F
Aashinya,   Beautiful home,F
Aashirya,   From the land of god,F
Aashita,   One who is full of hope,F
Aashiyana,   Beautiful home; Small Dwelling; Nest,F
Aashka,   Bleesings,F
Aashli,   Beautiful,F
Aashna,   Devoted to love,F
Aashni,   Lightning,F
Aashritha,   Somebody who gives shelter,F
Aasmaa,   Excellent; Precious,F
Aastha,   Faith,F
Aathmika,   Related to aatma or soul,F
Aatmaja,   Daughter,F
Aavni,   The Earth,F
Aayat,   Phases of quran,F
Aayushi,   One with long life,F
Abani,   Earth,F
Abeer,   Fragrance,F
Abha,   Lustre; Shine,F
Abhati,   Splendour; Light,F
Abhaya,   Fearless,F
Abhidha,   Literal meaning,F
Abhidhya,   Wish; Longing,F
Abhijaata,   Well born,F
Abhijita,   Victorious woman,F
Abhijna,   Remembrance; Recollection,F
Abhilasa,   Desire; Wish,F
Abhilasha,   Desire,F
Abhinaya,   Acteress; Action,F
Abhinithi,   That which is already been performed; Friendship,F
Abhinoor,   Angel,F
Abhira,   Cow herd,F
Abhirami,   Goddess Parvati,F
Abhirathi,   Pleasure,F
Abhiri,   A raagini of Indian music,F
Abhiruchi,   Beautiful,F
Abhirupa,   Beautiful woman,F
Abhisarika,   Beloved,F
Abhishri,   Surrounded with glory,F
Abhisri,   Surrounded by glory; Shining; Powerful,F
Abhitha,   Fearless; Goddess Parvati,F
Abhithi,   Fearlessness,F
Abidah,   Worshipper; Devotee,F
Abigail,   Father Rejoices,F
Abirami,   Godess Laxmi,F
Abishta,   Lady of the house,F
Abja,   Born in water,F
Ablaa,   Perfectly formed,F
Aboil,   The name of a flower,F
Aboli,   A flower,F
Achal,   Steady; Mountainous,F
Achala,   Steady; Mountain,F
Achira,   Very short,F
Achla,   Constant,F
Achyutha,   Immovable,F
Acira,   Brief; Swift; Fast,F
Adarsh,   Ideal,F
Adarsha,   Ideal,F
Adeela,   Equal,F
Adela,   Noble,F
Adhira,   Lightning,F
Adhishree,   Exalted,F
Adhrushtha,   Luck,F
Adhya,   First power,F
Adishree,   Exalted,F
Aditha,   The first root,F
Adithi,   Freedom; Safety; Abundance,F
Aditi,   Mother of gods; The earth,F
Aditri,   Highest honor; Goddess Lakshmi,F
Adiya,   Gods treasure,F
Adrienne,   Dark One,F
Adrija,   Of the mountain; Another name for parvathi,F
Adrika,   Celestial,F
Adrisa,   Mountain Lord,F
Adrustha,   Luck,F
Advika,   Unique,F
Adwita,   Unique,F
Adwiteya,   Unique,F
Adwitiya,   Matchless,F
Adya,   First; Unparalleled,F
Aesha,   Love,F
Afaf,   Chastity,F
Afifa,   Honest; Upright,F
Afraa,   White,F
Afrah,   Happiness,F
Afreen,   Encouragement,F
Afroza,   Quintessence of fire,F
Agamya,   Knowledge; Wisdom,F
Agatha,   Good,F
Agnes,   Pure; Chaste,F
Agneta,   Fire,F
Agnishikha,   Flames of fire,F
Agrata,   Leadership,F
Agrima,   Leadership,F
Agriya,   First and best,F
Ahalya,   Wife of Rishi Gautam; A woman who was saved by Lord Rama,F
Ahana,   Air,F
Ahanika,   Precious,F
Ahanti,   Gift,F
Ahd,   Pledge; Knowledge,F
Aheli,   Grace,F
Ahilya,   Maiden,F
Ahimsa,   Nonviolent virtue,F
Ahladit,   Happy mood,F
Ahladita,   In happy mood,F
Ahladitha,   Delighted,F
Ahlam,   Witty; One who has pleasant dreams; Imaginative,F
Aida,   Visiting; Returning,F
Aiesha,   Woman,F
Aisha,   Living; Prosperous; Wife of Prophet Mohammed,F
Aishani,   Goddess Durga,F
Aishe,   Friend of God,F
Aishi,   God's gift,F
Aishwarya,   Wealth,F
Aiswarya,   Wealth; Good luck; Intellectual,F
Aja,   One who is self existent,F
Ajaa,   Shakti,F
Ajagandha,   Daughter of Aja,F
Ajala,   The earth,F
Ajanta,   A famous Buddist cave,F
Ajay,   Unconquerable; God,F
Ajeeta,   Invincible; Unconquerable,F
Ajeya,   Lord Vishnu,F
Ajinder,   Victorious,F
Ajita,   A Winner,F
Akaisha,   Flower,F
Akalka,   Free from impurity; Moonlight,F
Akane,   Someone you cannot stop loving,F
Akanksha,   Desire; Wish,F
Akashi,   Similar to sky,F
Akashleena,   Star,F
Akhila,   Complete,F
Akira,   Graceful strength,F
Aklima,   The first step,F
Akriti,   Diagram,F
Akruti,   Desing,F
Akshadha,   God's blessings,F
Akshainie,   Goddess Parvati,F
Akshamala,   Garland of rudraksh,F
Akshara,   Letter,F
Akshata,   Rice,F
Akshatha,   Rice,F
Akshaya,   Indestructible,F
Akshayaa,   Indestructible,F
Akshera,   Saraswathi godess,F
Akshi,   Existence,F
Akshika,   One with beautiful eyes,F
Akshita,   Seen,F
Akshiti,   Victorious peace,F
Aksithi,   Imperishability,F
Akula,   Goddess Parvati,F
Akuti,   Princess,F
Alabhya,   Unique; Difficult to acquire,F
Alaina,   Dear Child,F
Alak,   World; Beautiful tresses,F
Alaka,   A Girl with a lovely hair,F
Alakananda,   Name of a river,F
Alaknanda,   A river in the Himalayas; Flawless,F
Alamelu,   Balaji wife name,F
Alana,   Light and Buoyany; An offering,F
Alankrita,   Decorated lady,F
Alda,   Rich,F
Aleesha,   Noble or Nobality,F
Aleina,   Light,F
Alekhya,   Which cannot be written,F
Alena,   See Olena,F
Aletea,   The Truth,F
Alexandra,   Helper and Defender of mankind,F
Alfiya,   Sweet,F
Alia,   Exalted; Highest social standing,F
Alibha,   Never light off,F
Alice,   Nobility,F
Alicia,   Truthful,F
Alisha,   Protected by God,F
Alison,   See Alice,F
Aliza,   Joyous,F
Alka,   A Girl with a lovely hair; Lock of curly hair,F
Almas,   A diamond,F
Almita,   For few time,F
Aloki,   Brightness,F
Alopa,   Faultless,F
Alpa,   Little,F
Alpana,   A decorative design,F
Altthea,   Sincere,F
Alyssa,   Sweet angel,F
Amal,   Bright; Clean; Pure; Hope; Wish,F
Amala,   The pure one,F
Amaldeepti,   Camphor,F
Amanat,   Priced possession,F
Amanda,   Precious thing,F
Amandeep,   Light of peace,F
Amani,   Road; One who shows the path,F
Amanisha,   Faithful,F
Amara,   Grass; Immortal one,F
Amari,   Eternal,F
Amaris,   Child of the Moon,F
Amarta,   Immortality,F
Amartya,   Immortal; Divine; A God,F
Amatullah,   Female servant of Allah,F
Amba,   Parvati,F
Ambaalika,   Mother,F
Ambali,   Sensitive; Compassionate; Loving,F
Ambalika,   Mother; One who is sensitive,F
Ambar,   Sky,F
Amber,   From the stone; Healing,F
Amberley,   The sky,F
Ambika,   Goddess Parvati,F
Ambu,   Water,F
Ambuda,   Cloud,F
Ambuja,   Born of a Lotus; Goddess Lakshmi,F
Ameena,   Trustworthy; Faithful,F
Ameera,   Leader; Princess,F
Amelia,   Industrious,F
Ami,   Nectar,F
Amika,   Loved friend,F
Amikha,   Friend,F
Amisha,   Beautiful,F
Amishi,   Pure,F
Amita,   Limitless,F
Amithi,   Immeasurable,F
Amiti,   Boundless,F
Amitjyoti,   Ever bright,F
Amiya,   Nectar,F
Amla,   The pure one,F
Amlika,   Tamerind,F
Amoda,   Happiness,F
Amodini,   Happy Girl; Joyful,F
Amodita,   Happiness,F
Amolika,   Priceless,F
Amoolya,   Precious,F
Amrapali,   Famous courtesan who became a evotee of Buddha,F
Amrita,   Immortality; Nectar,F
Amritambu,   Moon,F
Amritaya,   The Immortal; Lord Vishnu,F
Amrithavarshini,   The Rain,F
Amritkala,   Nectarine art,F
Amritrashmi,   Moon light,F
Amrusha,   Sudden,F
Amshula,   Sunny,F
Amukta,   Can't be touched; Precious,F
Amulya,   Priceless,F
Amvi,   A Goddess,F
Amy,   Loved,F
Ana,   Playful; Wanted,F
Anaamika,   Name of ring finger,F
Anaan,   Clouds,F
Anagha,   Sinless,F
Anagi,   Valuable,F
Anagya,   Durga,F
Anahita,   Graceful,F
Anal,   Five,F
Anala,   Fiery,F
Analaa,   Goddess of fire,F
Analilia,   Full of grace and Lily,F
Anam,   Blessing,F
Anamika,   Ring-finger,F
Anamitra,   The Sun,F
Anandamayi,   Full of joy,F
Anandani,   Joyful,F
Anandi,   Jovial,F
Anandika,   Happy person,F
Anandini,   Joyful,F
Anandita,   Happy,F
Anangee,   Cupid's consort,F
Ananias,   God will hear,F
Anantaa,   Eternal,F
Anantha,   Endless; Eternal,F
Ananthi,   Happy,F
Ananti,   Gift,F
Anantya,   Endless; Eternal,F
Ananya,   Matchless,F
Anarghya,   Priceless,F
Anasooya,   Wife of Rishi Atri,F
Anasua,   One who is not jealous of anybody,F
Anasuya,   Wife of Rishi Atri,F
Anathi,   Modest; Respectful,F
Anavi,   Kind to people,F
Anbar,   Perfume; Ambergris,F
Anchal,   The decorative end of a sari,F
Anchala,   One end of saree which is free,F
Anchita,   Honoured; Worshipped,F
Andal,   Female saints name,F
Andolika,   Type of Raga,F
Andrea,   Feminine form of Andrew,F
Aneesa,   Friendly; Of good company,F
Anemone,   Type of flower,F
Angaja,   Daughter of Aja,F
Angana,   An suspicious or handsome woman,F
Angarika,   A flame-coloured flower-Palash or Flame of the Forest,F
Angel,   Pari,F
Angela,   Messenger from God,F
Angha,   Beauty,F
Angira,   Mother of Birhaspati,F
Angoori,   Grape,F
Anha,   Representation of love,F
Anhithi,   Gift; Donation,F
Ania,   Grace,F
Aniha,   Indifferent,F
Anika,   Goddess Durga,F
Aniksha,   Unobstructed,F
Anila,   Air; Wind,F
Anima,   The power of becoming minute,F
Anindita,   Beautiful,F
Aninditha,   Virtuous; Venerated,F
Anisa,   Joy and Pleasure,F
Anisha,   Continuous,F
Anishka,   Who has Friends; No Enemies,F
Anissa,   Nightless,F
Anita,   Grace,F
Anitia,   See Ann,F
Aniya,   Creative,F
Anjalee,   Homage,F
Anjali,   Offering with both hands,F
Anjalika,   One of Arjuna's arrows,F
Anjana,   Mother of Hanuman,F
Anjani,   Hanuman's mother; Illusion; Maya,F
Anjika,   Blessed,F
Anjini,   Mother of Hanuman,F
Anju,   One who lives in the heart,F
Anjuli,   Blessings; Inconquerable,F
Anjum,   A token,F
Anjushree,   Dear to one's heart,F
Anjushri,   Dear to one's heart,F
Ankal,   Whole,F
Ankita,   Conquered; A signet; Symbol,F
Ankitha,   With auspicious marks,F
Ankolika,   An Embrace,F
Anmol,   Priceless,F
Anna,   Food,F
Annabel,   Lovable,F
Annabelle,   Graceful or beatiful,F
Annada,   Goddess Durga,F
Annapoorna,   Goddess of grains,F
Annapurna,   Goddess Parvati; Generous with food,F
Annette,   Grace,F
Annie,   Grace,F
Annika,   Goddess Durga,F
Annisa,   Friendly,F
Anokhi,   Unique,F
Anouka,   Spirit of God,F
Anoushka,   A term of endearment; Fulfilment of desire,F
Ansha,   Portion,F
Anshi,   God's gift,F
Anshika,   Minute particle,F
Anshita,   A part of,F
Anshu,   Sun,F
Anshula,   Sunny,F
Anshumaala,   Garland of rays,F
Anshumali,   Sun,F
Anshumita,   Ray of sun,F
Ansruta,   Unique; Unheard of,F
Ansuya,   Learned woman,F
Antara,   The second note in Hindustani classical music,F
Antariksha,   Space; Sky,F
Antima,   Ultimate,F
Antini,   Living in a hermitage,F
Anu,   A prefix; Atom,F
Anubha,   Lightning,F
Anubhuti,   Feelings,F
Anudeepthi,   Divine light,F
Anuga,   A companion,F
Anugraha,   Divine Blessing,F
Anugya,   Permission,F
Anuhya,   Little sister,F
Anuja,   Younger Sister,F
Anukampa,   God's Grace,F
Anukriti,   Photograph,F
Anula,   Not wild; Gentle,F
Anulata,   One with very slim figure,F
Anulekha,   One who follows destiny,F
Anuloma,   Sequence,F
Anumati,   Consent,F
Anumegha,   Following the rain,F
Anumeha,   After the rain,F
Anumita,   Love and Kindness,F
Anunitha,   Courtesy,F
Anupa,   Pond,F
Anupama,   Unique; Unparalleled; Without equal,F
Anuprabha,   Brightness,F
Anuprita,   Return of love,F
Anupriya,   Beloved daughter,F
Anupurva,   In order,F
Anuradha,   Name of a star,F
Anuragini,   Beloved,F
Anurakta,   Devotee; Obedient,F
Anuranita,   Resonance; Vibration,F
Anurati,   Consent,F
Anuriddhi,   Good fortune,F
Anusha,   Beautiful morning; A star,F
Anusheela,   Full of Goodness,F
Anushi,   Brave,F
Anushka,   A term of endearment,F
Anushra,   Most pretty,F
Anushree,   Goddess Laxmi,F
Anushri,   Pretty,F
Anushula,   Sunny,F
Anusree,   Pretty,F
Anusri,   Glorious; Famous,F
Anusuya,   Non-jealous,F
Anuttara,   Unanswered,F
Anuva,   Knowldege,F
Anvi,   One of Devi's names,F
Anvita,   Who bridges the gap,F
Anwaar,   Rays of light,F
Anwesha,   Quest,F
Anwita,   Goddess Durga,F
Anya,   Inexhaustible,F
Anyonya,   Friendly,F
Aolani,   Cloud from Heaven,F
Apala,   Name of a learned woman of the past,F
Aparaa,   Materialistic knowledge,F
Aparaajita,   Unconquerable Woman,F
Aparajita,   Undefeated,F
Aparijita,   Undefeated; Name of a flower,F
Aparjita,   Never been conquered,F
Aparna,   Goddess Parvati,F
Aparoopa,   Extremely beautiful,F
Apeksha,   Expected,F
Apekshaa,   Expectation,F
Apinaya,   Expressions in dance,F
Apoorva,   Unique,F
Appala,   Bright,F
Apsara,   Celestial maiden,F
Apurba,   Never seen before,F
Apurva,   Unique,F
Aqilah,   Intelligent woman,F
Aqsa,   A mosque,F
Araceli,   Gate of Heaven,F
Aradhana,   Worship,F
Aradhya,   Worship,F
Aranam,   Name of the ornament,F
Aranya,   Forest,F
Arati,   Hymns sang in praise of god; Worship,F
Arav,   Cute,F
Arceli,   Goddes of heaven,F
Archa,   Worship,F
Baasima,   Smiling,F
Babita,   Born in the first quarter of the day,F
Babitha,   Born in the first quarter of an astrological day,F
Badriya,   Resembling full moon,F
Bageshri,   Name of a raaga,F
Baheera,   Dazzling; Brilliant,F
Bahiyaa,   Beautiful; Radiant,F
Bahula,   A star,F
Bahulika,   Magnified,F
Bahumathi,   Scholar,F
Bahuputri,   With many sons; Durga,F
Bahuratna,   Rich in gems,F
Baidehi,   Sita,F
Bairavi,   Goddess durga,F
Baisakhi,   Of the month Baishakh,F
Baishali,   An ancient city,F
Baka,   Crane,F
Bakhtawar,   One who brings good luck,F
Bakul,   The name of a flower,F
Bakula,   Nagakeshar flower,F
Bala,   An ever 9 year old Girl; A young Girl,F
Balamani,   Youthful; Tender,F
Balika,   Daughter,F
Ballari,   Creeper,F
Balqis,   The name of the Queen of Sheba,F
Banamala,   Forests,F
Banan,   Finger tips,F
Banani,   Forests,F
Bandana,   Worship,F
Bandhavi,   Who loves friends and family members,F
Bandhini,   Bound; Bond,F
Bandhula,   Charming,F
Bandhura,   Pretty,F
Banhi,   Fire,F
Bani,   Goddess Saraswati,F
Banita,   Woman,F
Banmala,   A garland of 5 types of flowers,F
Banni,   Maiden,F
Bansari,   Flute,F
Bansuri,   Flute,F
Baraa'a,   Excelling,F
Barbara,   Strange; Foreign,F
Barisha,   Pure,F
Barkha,   Rain,F
Barsha,   Rain,F
Baruna,   Wife of the Lord of the sea,F
Baruni,   Goddess Durga,F
Basabi,   Wife of Lord Indra,F
Basanti,   Of spring,F
Baseema,   Smiling,F
Basheera,   Bringer of good tidings,F
Basma,   A smile,F
Batool,   Ascetic virgin,F
Bavishya,   Future,F
Bavithra,   Pure,F
Baya,   Weaverbird,F
Beena,   A musical instrument,F
Bel,   Sacred wood apple tree,F
Bela,   A flower-jasmine,F
Beli,   A flower-jasmine,F
Belicia,   Dedicated to God; Variation of isabel,F
Belinda,   Pretty,F
Belle,   Beautiful,F
Belli,   A companion,F
Benazir,   Incomparable,F
Benisha,   Flashing,F
Beth,   See Elizebeth,F
Betsy,   God's witness,F
Betty,   Form of Elizebeth,F
Beverly,   Place name,F
Bevis,   Place name,F
Bhadra,   Gentle,F
Bhagavathi,   Lakshmi,F
Bhageshree,   A raga,F
Bhagirathi,   The river Ganga,F
Bhagvati,   Another name for Lakshmi,F
Bhagwanti,   Lucky,F
Bhagwati,   Goddess Durga,F
Bhagya,   Lucky,F
Bhagyashri,   Goddess Lakshmi; Lucky,F
Bhagyawati,   Fortunate,F
Bhairavi,   A melody in classical music; Goddess Durga,F
Calida,   Warm and Loving,F
Candy,   Sweet,F
Carla,   Fem form of Carl,F
Carlota,   Petite or feminine,F
Carmem,   Garden,F
Carol,   Form of Carolyne,F
Caroline,   Dimunitive with royal Connotations,F
Carolyne,   Feminine form of Charles,F
Catherine,   Pure,F
Cathy,   Pure,F
Catlina,   Pure,F
Cauvery,   Same as Cavery- name of a river,F
Cecily,   Blind,F
